address,beds,baths,area,price,zestimate,best_deal,price per sq ft,detailUrl
"2257 S 600 E, Salt Lake City, UT 84106",2,1.0,819,"$440,000",428300,11700,537.2405372405373,https://www.zillow.com/homedetails/2257-S-600-E-Salt-Lake-City-UT-84106/12774293_zpid/
"1962 E 7700 S, South Weber, UT 84405",5,3.0,2242,"$469,900",458200,11700,209.58965209634255,https://www.zillow.com/homedetails/1962-E-7700-S-South-Weber-UT-84405/12702915_zpid/
"15132 S Holly Grove Ct, Draper, UT 84020",4,4.0,2048,"$539,000",527282,11718,263.18359375,https://www.zillow.com/homedetails/15132-S-Holly-Grove-Ct-Draper-UT-84020/52839473_zpid/
"2763 S Cyprus Ln, Magna, UT 84044",3,1.0,1500,"$349,900",338100,11800,233.26666666666668,https://www.zillow.com/homedetails/2763-S-Cyprus-Ln-Magna-UT-84044/12726535_zpid/
"7886 N Bridleway Rd, Eagle Mountain, UT 84005",4,4.0,3063,"$599,000",587100,11900,195.55990858635326,https://www.zillow.com/homedetails/7886-N-Bridleway-Rd-Eagle-Mountain-UT-84005/241990614_zpid/
"168 W 2200 S, Bountiful, UT 84010",5,2.0,2200,"$479,900",468000,11900,218.13636363636363,https://www.zillow.com/homedetails/168-W-2200-S-Bountiful-UT-84010/12671221_zpid/
"5144 S 6175 W, Hooper, UT 84315",5,4.0,3482,"$699,990",688000,11990,201.03101665709363,https://www.zillow.com/homedetails/5144-S-6175-W-Hooper-UT-84315/119548776_zpid/
"2525 Oak Haven Dr, Spanish Fork, UT 84660",4,3.0,3842,"$500,000",487800,12200,130.14055179593961,https://www.zillow.com/homedetails/2525-Oak-Haven-Dr-Spanish-Fork-UT-84660/2137445088_zpid/
"10636 S Ozarks Dr, South Jordan, UT 84009",4,4.0,2280,"$515,000",502661,12339,225.87719298245614,https://www.zillow.com/homedetails/10636-S-Ozarks-Dr-South-Jordan-UT-84009/97777421_zpid/
"614 N 700 E, Morgan, UT 84050",4,2.0,2280,"$401,000",388517,12483,175.87719298245614,https://www.zillow.com/homedetails/614-N-700-E-Morgan-UT-84050/236192165_zpid/
"1140 N Cottonwood Cir, Heber, UT 84032",5,4.0,3458,"$849,000",836501,12499,245.51764025448236,https://www.zillow.com/homedetails/1140-N-Cottonwood-Cir-Heber-UT-84032/75936251_zpid/
"387 Old Fort Rd, Farmington, UT 84025",5,3.0,2852,"$688,900",676319,12581,241.54978962131838,https://www.zillow.com/homedetails/387-Old-Fort-Rd-Farmington-UT-84025/68448899_zpid/
"931 W 300 S, Salt Lake City, UT 84104",4,2.0,1708,"$399,900",387300,12600,234.13348946135832,https://www.zillow.com/homedetails/931-W-300-S-Salt-Lake-City-UT-84104/12736042_zpid/
"428 E Hollow Dr, Coalville, UT 84017",3,2.0,1936,"$493,000",480139,12861,254.6487603305785,https://www.zillow.com/homedetails/428-E-Hollow-Dr-Coalville-UT-84017/68847060_zpid/
"1771 E 5650 S, Ogden, UT 84403",4,2.0,1920,"$289,000",275698,13302,150.52083333333334,https://www.zillow.com/homedetails/1771-E-5650-S-Ogden-UT-84403/11977658_zpid/
"9264 S 1520 E, Sandy, UT 84093",4,2.0,2202,"$498,500",485100,13400,226.38510445049954,https://www.zillow.com/homedetails/9264-S-1520-E-Sandy-UT-84093/12910989_zpid/
"155 E Huckleberry Ln, Heber, UT 84032",4,3.0,3588,"$799,900",786493,13407,222.93756967670012,https://www.zillow.com/homedetails/155-E-Huckleberry-Ln-Heber-UT-84032/126189513_zpid/
"1052 Oakridge Dr, Farmington, UT 84025",5,3.0,4181,"$699,500",685900,13600,167.30447261420713,https://www.zillow.com/homedetails/1052-Oakridge-Dr-Farmington-UT-84025/12676589_zpid/
"933 W 2300 N, Clinton, UT 84015",5,4.0,3982,"$619,000",605378,13622,155.44952285283776,https://www.zillow.com/homedetails/933-W-2300-N-Clinton-UT-84015/12703638_zpid/
"4747 W Vista Dr, Highland, UT 84003",5,4.0,3469,"$729,000",715373,13627,210.1470164312482,https://www.zillow.com/homedetails/4747-W-Vista-Dr-Highland-UT-84003/11908691_zpid/
"1116 N Main St, Farmington, UT 84025",4,2.0,2950,"$464,000",450300,13700,157.28813559322035,https://www.zillow.com/homedetails/1116-N-Main-St-Farmington-UT-84025/68441649_zpid/
"2821 N 1850 E, Layton, UT 84040",4,3.0,2956,"$550,000",535900,14100,186.06224627875508,https://www.zillow.com/homedetails/2821-N-1850-E-Layton-UT-84040/68432488_zpid/
"2051 Kingston Rd, Farmington, UT 84025",5,4.0,4175,"$760,000",745600,14400,182.03592814371257,https://www.zillow.com/homedetails/2051-Kingston-Rd-Farmington-UT-84025/12680074_zpid/
"368 S 1300 E, Bountiful, UT 84010",4,3.0,2990,"$595,000",580221,14779,198.99665551839465,https://www.zillow.com/homedetails/368-S-1300-E-Bountiful-UT-84010/12669523_zpid/
"2963 W Current Creek Dr, South Jordan, UT 84095",5,4.0,4067,"$798,000",782493,15507,196.21342512908777,https://www.zillow.com/homedetails/2963-W-Current-Creek-Dr-South-Jordan-UT-84095/60136096_zpid/
"747 S Hoytsville Rd, Coalville, UT 84017",4,3.0,2984,"$607,000",591200,15800,203.41823056300268,https://www.zillow.com/homedetails/747-S-Hoytsville-Rd-Coalville-UT-84017/68847518_zpid/
"576 E Briarsprings Cir, Midvale, UT 84047",1,1.0,926,"$310,000",294200,15800,334.7732181425486,https://www.zillow.com/homedetails/576-E-Briarsprings-Cir-Midvale-UT-84047/12881057_zpid/
"1999 S 500 E, Salt Lake City, UT 84105",3,2.0,1745,"$500,000",483910,16090,286.5329512893983,https://www.zillow.com/homedetails/1999-S-500-E-Salt-Lake-City-UT-84105/12773489_zpid/
"924 W 200 N, Salt Lake City, UT 84116",5,3.0,3142,"$499,000",482700,16300,158.8160407383832,https://www.zillow.com/homedetails/924-W-200-N-Salt-Lake-City-UT-84116/12715520_zpid/
"2985 S Gloria St, Salt Lake City, UT 84109",3,1.0,1110,"$449,900",433500,16400,405.31531531531533,https://www.zillow.com/homedetails/2985-S-Gloria-St-Salt-Lake-City-UT-84109/12780762_zpid/
"364 E 6240 S, Murray, UT 84107",3,2.0,2289,"$480,000",463515,16485,209.69855832241154,https://www.zillow.com/homedetails/364-E-6240-S-Murray-UT-84107/12867703_zpid/
"346 N 200 W, Tooele, UT 84074",1,1.0,550,"$300,000",283400,16600,545.4545454545455,https://www.zillow.com/homedetails/346-N-200-W-Tooele-UT-84074/68857547_zpid/
"1118 E 5600 S, Salt Lake City, UT 84121",3,2.0,1385,"$499,900",483200,16700,360.9386281588448,https://www.zillow.com/homedetails/1118-E-5600-S-Salt-Lake-City-UT-84121/12865240_zpid/
"845 E 1550 S, Orem, UT 84097",5,3.0,2629,"$525,000",508300,16700,199.695701787752,https://www.zillow.com/homedetails/845-E-1550-S-Orem-UT-84097/11900455_zpid/
"344 E Edith Ave, Salt Lake City, UT 84111",3,2.0,1413,"$525,000",508127,16873,371.54989384288746,https://www.zillow.com/homedetails/344-E-Edith-Ave-Salt-Lake-City-UT-84111/12758038_zpid/
"1046 Fair Oaks Dr, Bountiful, UT 84010",5,3.0,3106,"$687,000",669936,17064,221.18480360592403,https://www.zillow.com/homedetails/1046-Fair-Oaks-Dr-Bountiful-UT-84010/2061472376_zpid/
"526 E Hawthorne Ave, Salt Lake City, UT 84102",2,1.0,1236,"$370,000",352800,17200,299.3527508090615,https://www.zillow.com/homedetails/526-E-Hawthorne-Ave-Salt-Lake-City-UT-84102/12756130_zpid/
"9729 N Hummer Dr #503, Eagle Mountain, UT 84005",5,3.0,3688,"$700,000",682200,17800,189.80477223427332,https://www.zillow.com/homedetails/9729-N-Hummer-Dr-503-Eagle-Mountain-UT-84005/2105022168_zpid/
"2350 W Old Highway Rd, Morgan, UT 84050",5,3.0,2828,"$765,000",747087,17913,270.50919377652053,https://www.zillow.com/homedetails/2350-W-Old-Highway-Rd-Morgan-UT-84050/108157688_zpid/
"1020 E 5285 S, Ogden, UT 84403",4,3.0,3256,"$549,900",531900,18000,168.88820638820638,https://www.zillow.com/homedetails/1020-E-5285-S-Ogden-UT-84403/11979748_zpid/
"117 W 700 N, Bountiful, UT 84010",4,2.0,2412,"$685,000",666522,18478,283.9966832504146,https://www.zillow.com/homedetails/117-W-700-N-Bountiful-UT-84010/12665670_zpid/
"732 E Hidden Manor Cir, Lehi, UT 84043",6,4.0,3338,"$685,000",665972,19028,205.21270221689633,https://www.zillow.com/homedetails/732-E-Hidden-Manor-Cir-Lehi-UT-84043/65204346_zpid/
"2102 W Thomas St, Lehi, UT 84043",5,4.0,4673,"$899,900",879600,20300,192.574363364006,https://www.zillow.com/homedetails/2102-W-Thomas-St-Lehi-UT-84043/122539268_zpid/
"10201 E Ridge Pine Dr, Heber, UT 84032",5,4.0,3408,"$995,000",974589,20411,291.9600938967136,https://www.zillow.com/homedetails/10201-E-Ridge-Pine-Dr-Heber-UT-84032/245824122_zpid/
"2364 W Island Dr, Kaysville, UT 84037",5,3.0,4427,"$849,900",828800,21100,191.98102552518637,https://www.zillow.com/homedetails/2364-W-Island-Dr-Kaysville-UT-84037/145681452_zpid/
"615 S Woodland Hills Dr, Woodland Hills, UT 84653",5,4.0,5383,"$995,000",973862,21138,184.841166635705,https://www.zillow.com/homedetails/615-S-Woodland-Hills-Dr-Woodland-Hills-UT-84653/190535460_zpid/
"2632 Country Turn, Kamas, UT 84036",3,2.0,1404,"$550,000",528770,21230,391.73789173789174,https://www.zillow.com/homedetails/2632-Country-Turn-Kamas-UT-84036/68847765_zpid/
"1940 Prospector Ave #124, Park City, UT 84060",0,1.0,250,"$295,000",273600,21400,1180.0,https://www.zillow.com/homedetails/1940-Prospector-Ave-124-Park-City-UT-84060/68840445_zpid/
"1764 S 200 E, Salt Lake City, UT 84115",2,1.0,1303,"$449,900",427600,22300,345.28012279355335,https://www.zillow.com/homedetails/1764-S-200-E-Salt-Lake-City-UT-84115/12772389_zpid/
"12168 S Pond Ridge Dr, Draper, UT 84020",6,3.0,3729,"$719,900",697577,22323,193.05443818718155,https://www.zillow.com/homedetails/12168-S-Pond-Ridge-Dr-Draper-UT-84020/12930158_zpid/
"140 W 6480 S, Murray, UT 84107",3,2.0,1676,"$464,000",440888,23112,276.8496420047733,https://www.zillow.com/homedetails/140-W-6480-S-Murray-UT-84107/12838386_zpid/
"546 E Elm Ave S, Salt Lake City, UT 84106",2,1.0,1420,"$475,000",451800,23200,334.50704225352115,https://www.zillow.com/homedetails/546-E-Elm-Ave-S-Salt-Lake-City-UT-84106/2074641098_zpid/
"10227 S Zinnia Way, White City, UT 84094",3,1.0,896,"$399,900",376487,23413,446.3169642857143,https://www.zillow.com/homedetails/10227-S-Zinnia-Way-White-City-UT-84094/12921326_zpid/
"151 W 650 N, Centerville, UT 84014",4,4.0,3210,"$699,000",675500,23500,217.7570093457944,https://www.zillow.com/homedetails/151-W-650-N-Centerville-UT-84014/116207428_zpid/
"367 W 110 S, Lindon, UT 84042",5,3.0,5590,"$750,000",725800,24200,134.16815742397137,https://www.zillow.com/homedetails/367-W-110-S-Lindon-UT-84042/54894224_zpid/
"273 W 1375 N, Centerville, UT 84014",5,2.0,2124,"$549,000",524800,24200,258.47457627118644,https://www.zillow.com/homedetails/273-W-1375-N-Centerville-UT-84014/12663224_zpid/
"2398 E 8300 S, South Weber, UT 84405",4,4.0,4968,"$950,000",924353,25647,191.22383252818037,https://www.zillow.com/homedetails/2398-E-8300-S-South-Weber-UT-84405/116210434_zpid/
"15582 S Broken Arrow Dr, Bluffdale, UT 84065",6,5.0,4854,"$900,000",874285,25715,185.4140914709518,https://www.zillow.com/homedetails/15582-S-Broken-Arrow-Dr-Bluffdale-UT-84065/72626248_zpid/
"8432 S Kings Hill Dr, Salt Lake City, UT 84121",5,3.0,3248,"$899,000",873129,25871,276.7857142857143,https://www.zillow.com/homedetails/8432-S-Kings-Hill-Dr-Salt-Lake-City-UT-84121/12888218_zpid/
"130 E Whitlock Ave, South Salt Lake, UT 84115",3,2.0,1712,"$484,500",458433,26067,283.00233644859816,https://www.zillow.com/homedetails/130-E-Whitlock-Ave-South-Salt-Lake-UT-84115/12774379_zpid/
"1273 E Grayson Ct, Sandy, UT 84094",5,4.0,4820,"$820,000",793470,26530,170.12448132780082,https://www.zillow.com/homedetails/1273-E-Grayson-Ct-Sandy-UT-84094/12926233_zpid/
"3932 S 300 E, Murray, UT 84107",2,1.0,1503,"$425,000",398000,27000,282.7677977378576,https://www.zillow.com/homedetails/3932-S-300-E-Murray-UT-84107/12789321_zpid/
"3742 S Armoridge Dr, Magna, UT 84044",3,2.0,1740,"$375,000",346900,28100,215.51724137931035,https://www.zillow.com/homedetails/3742-S-Armoridge-Dr-Magna-UT-84044/12729397_zpid/
"11688 S River Front Pkwy, South Jordan, UT 84095",4,4.0,4459,"$965,000",936473,28527,216.4162368244001,https://www.zillow.com/homedetails/11688-S-River-Front-Pkwy-South-Jordan-UT-84095/248856476_zpid/
"1551 3170 #1, Spanish Fork, UT 84660",,,1,"$28,800",0,28800,28800.0,https://www.zillow.com/homedetails/1551-3170-1-Spanish-Fork-UT-84660/2061749487_zpid/
"235 S Broadway St, Tooele, UT 84074",3,1.0,937,"$325,000",295400,29600,346.8516542155816,https://www.zillow.com/homedetails/235-S-Broadway-St-Tooele-UT-84074/68861566_zpid/
"2762 E Dimple Dell Rd, Sandy, UT 84092",5,4.0,4183,"$850,000",819800,30200,203.20344250537892,https://www.zillow.com/homedetails/2762-E-Dimple-Dell-Rd-Sandy-UT-84092/12919765_zpid/
"5037 W Bowstring Way, South Jordan, UT 84009",4,3.0,2390,"$619,000",588600,30400,258.9958158995816,https://www.zillow.com/homedetails/5037-W-Bowstring-Way-South-Jordan-UT-84009/97746378_zpid/
"1105 S Woodland Hills Dr, Woodland Hills, UT 84653",6,5.0,6394,"$949,999",919354,30645,148.57663434469816,https://www.zillow.com/homedetails/1105-S-Woodland-Hills-Dr-Woodland-Hills-UT-84653/89199446_zpid/
"95 Aspen Dr, Park City, UT 84098",3,3.0,2550,"$970,000",939206,30794,380.3921568627451,https://www.zillow.com/homedetails/95-Aspen-Dr-Park-City-UT-84098/68846921_zpid/
"3273 Apache Ln, Provo, UT 84604",5,4.0,5402,"$849,000",817555,31445,157.1640133283969,https://www.zillow.com/homedetails/3273-Apache-Ln-Provo-UT-84604/11929578_zpid/
"273 E 4000 N, Provo, UT 84604",4,3.0,4650,"$799,000",765900,33100,171.8279569892473,https://www.zillow.com/homedetails/273-E-4000-N-Provo-UT-84604/11934015_zpid/
"954 N Northridge Dr, Bountiful, UT 84010",6,4.0,6233,"$950,000",916749,33251,152.4145676239371,https://www.zillow.com/homedetails/954-N-Northridge-Dr-Bountiful-UT-84010/12668329_zpid/
"426 E Creekside Cir, Murray, UT 84107",3,2.0,1504,"$379,000",343800,35200,251.99468085106383,https://www.zillow.com/homedetails/426-E-Creekside-Cir-Murray-UT-84107/12857199_zpid/
"3013 W Kings Mountain Ct, Riverton, UT 84065",6,4.0,4306,"$1,190,000",1154553,35447,276.3585694379935,https://www.zillow.com/homedetails/3013-W-Kings-Mountain-Ct-Riverton-UT-84065/12903519_zpid/
"475 Lupine Dr, Alpine, UT 84004",6,4.0,4389,"$989,000",953100,35900,225.3360674413306,https://www.zillow.com/homedetails/475-Lupine-Dr-Alpine-UT-84004/11909390_zpid/
"4425 N Ridge View Way, Lehi, UT 84043",6,5.0,4500,"$1,075,000",1037600,37400,238.88888888888889,https://www.zillow.com/homedetails/4425-N-Ridge-View-Way-Lehi-UT-84043/190508131_zpid/
"2430 Success Trl #19, Midway, UT 84049",,,1,"$39,000",0,39000,39000.0,https://www.zillow.com/homedetails/2430-Success-Trl-19-Midway-UT-84049/2061620615_zpid/
"7471 Brook Hollow Loop Rd, Park City, UT 84098",3,2.0,1717,"$900,000",860400,39600,524.17006406523,https://www.zillow.com/homedetails/7471-Brook-Hollow-Loop-Rd-Park-City-UT-84098/68852667_zpid/
"5127 W Black Twig Dr, South Jordan, UT 84009",,3.0,1824,"$515,000",475000,40000,282.3464912280702,https://www.zillow.com/homedetails/5127-W-Black-Twig-Dr-South-Jordan-UT-84009/331671091_zpid/
"10458 N Iverson Ln, Highland, UT 84003",5,5.0,5880,"$1,195,000",1152321,42679,203.2312925170068,https://www.zillow.com/homedetails/10458-N-Iverson-Ln-Highland-UT-84003/104447759_zpid/
"5192 W Koppers Ln, Herriman, UT 84096",3,2.0,2228,"$487,000",443800,43200,218.58168761220827,https://www.zillow.com/homedetails/5192-W-Koppers-Ln-Herriman-UT-84096/331670931_zpid/
"11267 W Golden Sky Ln #1-151, South Jordan, UT 84009",6,6.0,4956,"$999,900",955999,43901,201.75544794188863,https://www.zillow.com/homedetails/11267-W-Golden-Sky-Ln-1-151-South-Jordan-UT-84009/2061680788_zpid/
"2438 E Jim Bridger Dr, Eagle Mountain, UT 84005",6,3.0,2431,"$469,900",425200,44700,193.29494035376388,https://www.zillow.com/homedetails/2438-E-Jim-Bridger-Dr-Eagle-Mountain-UT-84005/241990967_zpid/
"12507 S Rivulet Rd, Herriman, UT 84096",3,3.0,4437,"$789,900",745200,44700,178.02569303583502,https://www.zillow.com/homedetails/12507-S-Rivulet-Rd-Herriman-UT-84096/251211400_zpid/
"76 S Sevier Riv, Levan, UT 84639",,,1,"$45,000",0,45000,45000.0,https://www.zillow.com/homedetails/76-S-Sevier-Riv-Levan-UT-84639/2067165965_zpid/
"3688 S Spinnaker Bay Dr, Saratoga Springs, UT 84045",5,4.0,4913,"$1,200,000",1154400,45600,244.24994911459393,https://www.zillow.com/homedetails/3688-S-Spinnaker-Bay-Dr-Saratoga-Springs-UT-84045/116555140_zpid/
"2740 N 1525 E, Layton, UT 84040",4,3.0,2606,"$510,000",464300,45700,195.70222563315426,https://www.zillow.com/homedetails/2740-N-1525-E-Layton-UT-84040/12684935_zpid/
"220 S 400 W, Orem, UT 84059",3,2.0,1820,"$339,000",292300,46700,186.26373626373626,https://www.zillow.com/homedetails/220-S-400-W-Orem-UT-84059/11913180_zpid/
"3014 Fawn Dr, Park City, UT 84098",3,3.0,2050,"$895,000",847894,47106,436.5853658536585,https://www.zillow.com/homedetails/3014-Fawn-Dr-Park-City-UT-84098/68851388_zpid/
"2588 S 900 E APT 7, Salt Lake City, UT 84106",2,1.0,935,"$349,900",302700,47200,374.2245989304813,https://www.zillow.com/homedetails/2588-S-900-E-APT-7-Salt-Lake-City-UT-84106/52834807_zpid/
"0 Skycrest Dr, Indianola, UT 84629",,,1,"$48,500",0,48500,48500.0,https://www.zillow.com/homedetails/0-Skycrest-Dr-Indianola-UT-84629/2061862768_zpid/
"115 W Potter Ln, Heber, UT 84032",4,2.0,3195,"$1,099,000",1048800,50200,343.9749608763693,https://www.zillow.com/homedetails/115-W-Potter-Ln-Heber-UT-84032/75936682_zpid/
"7450 Brook Hollow Loop Rd, Park City, UT 84098",4,4.0,2449,"$1,150,000",1098577,51423,469.57942017149855,https://www.zillow.com/homedetails/7450-Brook-Hollow-Loop-Rd-Park-City-UT-84098/68842116_zpid/
"184 S Pfeifferhorn Dr, Alpine, UT 84004",5,5.0,5566,"$1,725,000",1671200,53800,309.91735537190084,https://www.zillow.com/homedetails/184-S-Pfeifferhorn-Dr-Alpine-UT-84004/11959570_zpid/
"610 N Sugar Factory Row Rd, Delta, UT 84624",3,2.0,2252,"$300,000",243100,56900,133.21492007104797,https://www.zillow.com/homedetails/610-N-Sugar-Factory-Row-Rd-Delta-UT-84624/114688050_zpid/
"363 S Comanche Rd, Farmington, UT 84025",5,4.0,4580,"$1,425,000",1366700,58300,311.1353711790393,https://www.zillow.com/homedetails/363-S-Comanche-Rd-Farmington-UT-84025/122959570_zpid/
"7657 Susans Cir, Park City, UT 84098",4,3.0,2818,"$1,275,000",1216153,58847,452.4485450674237,https://www.zillow.com/homedetails/7657-Susans-Cir-Park-City-UT-84098/68523701_zpid/
"8 Big Hollow Rd #8, Fairview, UT 84629",,,1,"$60,000",0,60000,60000.0,https://www.zillow.com/homedetails/8-Big-Hollow-Rd-8-Fairview-UT-84629/2061767182_zpid/
"1447 S 1450 W, Mapleton, UT 84664",6,4.0,5732,"$1,399,000",1338502,60498,244.06838799720865,https://www.zillow.com/homedetails/1447-S-1450-W-Mapleton-UT-84664/306579077_zpid/
"387 E 2200 S, Bountiful, UT 84010",4,3.0,2334,"$599,900",539000,60900,257.02656383890314,https://www.zillow.com/homedetails/387-E-2200-S-Bountiful-UT-84010/12670904_zpid/
"1648 N 2400 W, Clinton, UT 84015",3,3.0,1762,"$485,000",423800,61200,275.255391600454,https://www.zillow.com/homedetails/1648-N-2400-W-Clinton-UT-84015/68446769_zpid/
"11522 S Cross Country Cir, South Jordan, UT 84009",4,3.0,2610,"$640,000",575200,64800,245.21072796934865,https://www.zillow.com/homedetails/11522-S-Cross-Country-Cir-South-Jordan-UT-84009/52838400_zpid/
"583 E Blackhawk Ln, Alpine, UT 84004",6,5.0,4384,"$1,150,000",1083214,66786,262.3175182481752,https://www.zillow.com/homedetails/583-E-Blackhawk-Ln-Alpine-UT-84004/79774839_zpid/
"1911 W Oak Hollow Cir, Lehi, UT 84043",7,7.0,6436,"$1,750,000",1682800,67200,271.9080174021131,https://www.zillow.com/homedetails/1911-W-Oak-Hollow-Cir-Lehi-UT-84043/309898215_zpid/
"1688 W 210 N, Tooele, UT 84074",2,1.0,900,"$70,000",0,70000,77.77777777777777,https://www.zillow.com/homedetails/1688-W-210-N-Tooele-UT-84074/2061271811_zpid/
"1017 W Yucca Dr S #380, Salt Lake City, UT 84123",3,2.0,1400,"$74,999",0,74999,53.57071428571429,https://www.zillow.com/homedetails/1017-W-Yucca-Dr-S-380-Salt-Lake-City-UT-84123/2071476835_zpid/
"3077 W Lehman Ave, West Valley, UT 84119",7,2.0,3360,"$579,000",503400,75600,172.32142857142858,https://www.zillow.com/homedetails/3077-W-Lehman-Ave-West-Valley-UT-84119/12750139_zpid/
"2496 W Robin Rd, West Valley City, UT 84119",4,4.0,1972,"$499,900",423500,76400,253.49898580121703,https://www.zillow.com/homedetails/2496-W-Robin-Rd-West-Valley-City-UT-84119/12744274_zpid/
"776 E 10th Ave, Salt Lake City, UT 84103",3,3.0,1807,"$725,000",645300,79700,401.2174875484228,https://www.zillow.com/homedetails/776-E-10th-Ave-Salt-Lake-City-UT-84103/12720373_zpid/
"11794 N Church Rd, Park City, UT 84098",4,3.0,3338,"$1,975,000",1891500,83500,591.6716596764529,https://www.zillow.com/homedetails/11794-N-Church-Rd-Park-City-UT-84098/218322738_zpid/
"6364 S Mount Vernon Dr, Murray, UT 84107",4,4.0,3168,"$675,000",590800,84200,213.0681818181818,https://www.zillow.com/homedetails/6364-S-Mount-Vernon-Dr-Murray-UT-84107/12867810_zpid/
"1264 E Spring Ridge Dr, Sandy, UT 84094",4,4.0,2163,"$620,000",535300,84700,286.6389274156264,https://www.zillow.com/homedetails/1264-E-Spring-Ridge-Dr-Sandy-UT-84094/12930741_zpid/
"304 W Center St, Bountiful, UT 84010",4,2.0,1764,"$500,000",415100,84900,283.4467120181406,https://www.zillow.com/homedetails/304-W-Center-St-Bountiful-UT-84010/12664565_zpid/
"3800 S 1900 W TRLR 81, Roy, UT 84067",3,2.0,960,"$85,000",0,85000,88.54166666666667,https://www.zillow.com/homedetails/3800-S-1900-W-TRLR-81-Roy-UT-84067/2083126533_zpid/
"8516 W Chokecherry Ln, Heber, UT 84032",4,5.0,4411,"$1,750,000",1664012,85988,396.73543414191795,https://www.zillow.com/homedetails/8516-W-Chokecherry-Ln-Heber-UT-84032/245489533_zpid/
"573 E Marialana Way, North Salt Lake, UT 84054",5,5.0,6142,"$1,599,999",1509400,90599,260.5013025073266,https://www.zillow.com/homedetails/573-E-Marialana-Way-North-Salt-Lake-UT-84054/250727056_zpid/
"808 Pole Dr, Heber City, UT 84032",5,7.0,6000,"$2,250,000",2156200,93800,375.0,https://www.zillow.com/homedetails/808-Pole-Dr-Heber-City-UT-84032/2114009657_zpid/
"1840 S 1200 W, Mapleton, UT 84664",6,5.0,6074,"$1,924,999",1828539,96460,316.92443200526833,https://www.zillow.com/homedetails/1840-S-1200-W-Mapleton-UT-84664/190485950_zpid/
"6847 S Grand Valley Pl, West Jordan, UT 84081",4,3.0,3760,"$749,850",649700,100150,199.4281914893617,https://www.zillow.com/homedetails/6847-S-Grand-Valley-Pl-West-Jordan-UT-84081/12805118_zpid/
"4180 Woodland View Dr, Kamas, UT 84036",8,6.0,7338,"$1,695,900",1590100,105800,231.1120196238757,https://www.zillow.com/homedetails/4180-Woodland-View-Dr-Kamas-UT-84036/2061474864_zpid/
"2175 Comstock Dr, Park City, UT 84060",4,3.0,2205,"$1,749,900",1640900,109000,793.6054421768707,https://www.zillow.com/homedetails/2175-Comstock-Dr-Park-City-UT-84060/68845204_zpid/
"780 W Walden Hills Dr, Murray, UT 84123",4,3.0,3772,"$719,000",608100,110900,190.6150583244963,https://www.zillow.com/homedetails/780-W-Walden-Hills-Dr-Murray-UT-84123/12826444_zpid/
"0 S Lake Mountain Rd, Saratoga Springs, UT 84045",,,1,"$114,999",0,114999,114999.0,https://www.zillow.com/homedetails/0-S-Lake-Mountain-Rd-Saratoga-Springs-UT-84045/2061559316_zpid/
"5100 S 1050 W #B90, Ogden, UT 84405",4,2.0,1484,"$115,900",0,115900,78.09973045822102,https://www.zillow.com/homedetails/5100-S-1050-W-B90-Ogden-UT-84405/2061184196_zpid/
"7006 W Apaloosa Dr, West Valley City, UT 84128",3,2.0,1269,"$117,900",0,117900,92.90780141843972,https://www.zillow.com/homedetails/7006-W-Apaloosa-Dr-West-Valley-City-UT-84128/2061097716_zpid/
"County Road 173 #32, Evanston, WY 82930",,0.0,1,"$120,000",0,120000,120000.0,https://www.zillow.com/homedetails/County-Road-173-32-Evanston-WY-82930/2063182831_zpid/
"2996 W 3100 S, West Valley City, UT 84119",7,4.0,3297,"$639,900",518200,121700,194.08553230209282,https://www.zillow.com/homedetails/2996-W-3100-S-West-Valley-City-UT-84119/12743570_zpid/
"1900 E 100th St S #32, Springville, UT 84663",,,1,"$122,500",0,122500,122500.0,https://www.zillow.com/homedetails/1900-E-100th-St-S-32-Springville-UT-84663/2062200942_zpid/
"11144 S Surrey Dr, Covered Bridge, UT 84660",4,2.0,3564,"$709,900",584800,125100,199.18630751964085,https://www.zillow.com/homedetails/11144-S-Surrey-Dr-Covered-Bridge-UT-84660/11917004_zpid/
"3521 S 200 E, Salt Lake City, UT 84115",4,4.0,2627,"$719,000",590100,128900,273.6962314427103,https://www.zillow.com/homedetails/3521-S-200-E-Salt-Lake-City-UT-84115/331670145_zpid/
"18 Three Oclock Dr, Tooele, UT 84074",,,1,"$129,900",0,129900,129900.0,https://www.zillow.com/homedetails/18-Three-Oclock-Dr-Tooele-UT-84074/2061507415_zpid/
"252 Pine Hollow Dr, Fairview, UT 84629",1,,288,"$130,000",0,130000,451.3888888888889,https://www.zillow.com/homedetails/252-Pine-Hollow-Dr-Fairview-UT-84629/2062912626_zpid/
"1512 E Weber Wild Rd, Oakley, UT 84055",2,1.0,931,"$595,000",463200,131800,639.0977443609023,https://www.zillow.com/homedetails/1512-E-Weber-Wild-Rd-Oakley-UT-84055/248267504_zpid/
"2275 S Aspen Rd #442, Salt Lake City, UT 84109",,,1,"$135,000",0,135000,135000.0,https://www.zillow.com/homedetails/2275-S-Aspen-Rd-442-Salt-Lake-City-UT-84109/2061591593_zpid/
"16 Taylor Rd, Grantsville, UT 84029",4,2.0,2580,"$750,000",613700,136300,290.69767441860466,https://www.zillow.com/homedetails/16-Taylor-Rd-Grantsville-UT-84029/68855082_zpid/
